bildid	bil_landing_page	contributor	affiliation	award_number	project	consortium	bildirectory	generalmodality	technique	species	taxonomy	genotype	samplelocalid	size	pretty_size	number_of_files	file_types	frequencies
ace-bar-toy	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-toy	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/dc/2d/dc2d644dd113775a/	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Striatum 20210504_CJLoreleai_Ex15_S1_VIP+_CRH-_STR-Region 092	3758263260	3.5G	451	"{'images': 448, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 4, '.swc': 1, '.jpg': 1, '.txt': 1}"
ace-bar-van	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-van	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/27/6e/276e61d1a10d7b34	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Striatum 20210420_CJLoreleai_Ex14_S10_VIP+_PDE3A+_Hippo- Region 058	3758287795	3.5G	451	"{'images': 448, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 4, '.txt': 1, '.jpg': 1, '.swc': 1}"
ace-bar-vat	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-vat	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/38/bb/38bb48971656cacf	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Striatum 20210420_CJLoreleai_Ex14_S10_VIP-_PDE3A+_Hippo-Region 100	3758313086	3.5G	451	"{'images': 448, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 4, '.txt': 1, '.swc': 1, '.jpg': 1}"
ace-bar-wax	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-wax	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/7a/56/7a5602de7e26e7e9	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Cortex 20210419_CJLoreleai_Ex14_S9_VIP+_STY6+_Hippo-Region 055	3758310971	3.5G	451	"{'images': 448, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 4, '.jpg': 1, '.swc': 1, '.txt': 1}"
ace-bog-rut	https://api.brainimagelibrary.org/web/view?bildid=ace-bog-rut	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/d1/5e/d15e989f58be5696/	cell morphology	smFISH	marmoset	NCBI:txid9483		Striatum 20210419_CJLoreleai_Ex14_S9_VIP+_STY6+_Hippo-Region 086	3758306364	3.5G	451	"{'images': 448, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 4, '.swc': 1, '.jpg': 1, '.txt': 1}"
ace-bog-red	https://api.brainimagelibrary.org/web/view?bildid=ace-bog-red	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/5d/23/5d23af21b7e47159/	cell morphology	smFISH	marmoset	NCBI:txid9483		Cortex 20210504_CJLoreleai_Ex15_S1_VIP-_CRH+_STR-Region 062	3758242255	3.5G	451	"{'images': 448, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 4, '.jpg': 1, '.txt': 1, '.swc': 1}"
ace-bog-raw	https://api.brainimagelibrary.org/web/view?bildid=ace-bog-raw	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/46/6a/466a6b7083d1c1b9/	cell morphology	smFISH	marmoset	NCBI:txid9483		Striatum 20210504_CJLoreleai_Ex15_S1_VIP+_CRH-_STR-Region 077	3758260503	3.5G	451	"{'images': 448, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 4, '.txt': 1, '.jpg': 1, '.swc': 1}"
ace-bog-rat	https://api.brainimagelibrary.org/web/view?bildid=ace-bog-rat	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/18/f7/18f76241f759e385/	cell morphology	smFISH	marmoset	NCBI:txid9483		Striatum 20210504_CJLoreleai_Ex15_S1_VIP+_CRH-_STR-Region 048	3758275286	3.5G	451	"{'images': 448, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 4, '.jpg': 1, '.txt': 1, '.swc': 1}"
ace-bog-ran	https://api.brainimagelibrary.org/web/view?bildid=ace-bog-ran	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/c0/64/c0648eb64bac347e/	cell morphology	smFISH	marmoset	NCBI:txid9483		Striatum 20210504_CJLoreleai_Ex15_S1_VIP+_CRH-_STR-Region 047	3758268060	3.5G	451	"{'images': 448, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 4, '.swc': 1, '.txt': 1, '.jpg': 1}"
ace-bog-rag	https://api.brainimagelibrary.org/web/view?bildid=ace-bog-rag	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/d1/9d/d19d7b20491cda7b/	cell morphology	smFISH	marmoset	NCBI:txid9483		Striatum 20210504_CJLoreleai_Ex15_S1_VIP+_CRH-_STR-Region 046	3758267054	3.5G	451	"{'images': 448, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 4, '.jpg': 1, '.swc': 1, '.txt': 1}"
ace-bag-vex	https://api.brainimagelibrary.org/web/view?bildid=ace-bag-vex	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/62/0f/620f133cb3715977	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Cortex 20201203_CjYanma_Ex10_S3_PVALB_RGS5_Hippo-Region 004	3926211320	3.7G	468	"{'images': 465, 'other': 2, 'tracing': 1}"	"{'.tif': 464, '.jpg': 1, '.tiff': 1, '.swc': 1, '.txt': 1}"
ace-bag-vow	https://api.brainimagelibrary.org/web/view?bildid=ace-bag-vow	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/00/c5/00c5bada77a1e078	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Cortex 20201203_CjYanma_Ex10_S3_PVALB+RGS5+_Hippo-Region 019	3926159144	3.7G	468	"{'images': 465, 'other': 2, 'tracing': 1}"	"{'.tif': 464, '.swc': 1, '.jpg': 1, '.txt': 1, '.tiff': 1}"
ace-bag-wag	https://api.brainimagelibrary.org/web/view?bildid=ace-bag-wag	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/01/e3/01e3d665ebd098ea	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Cortex 20201203_CjYanma_Ex10_S3_PVALB+_RGS5+_Hippo-Region 020	3926156510	3.7G	468	"{'images': 465, 'other': 2, 'tracing': 1}"	"{'.tif': 464, '.swc': 1, '.jpg': 1, '.tiff': 1, '.txt': 1}"
ace-bag-war	https://api.brainimagelibrary.org/web/view?bildid=ace-bag-war	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/b2/a1/b2a1813af0999ef9	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Cortex 20201203_CjYanma_Ex10_S3_PVALB+_RGS5+_Hippo-Region 043	3926183736	3.7G	468	"{'images': 465, 'other': 2, 'tracing': 1}"	"{'.tif': 464, '.txt': 1, '.tiff': 1, '.jpg': 1, '.swc': 1}"
ace-bag-was	https://api.brainimagelibrary.org/web/view?bildid=ace-bag-was	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/ae/00/ae003d5124e7c567	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Cortex 20201203_CjYanma_Ex10_S3_PVALB+_RGS5-_Hippo-Region 044	3926171539	3.7G	468	"{'images': 465, 'other': 2, 'tracing': 1}"	"{'.tif': 464, '.jpg': 1, '.tiff': 1, '.swc': 1, '.txt': 1}"
ace-bag-wax	https://api.brainimagelibrary.org/web/view?bildid=ace-bag-wax	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/bc/13/bc1336d9e289699b	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Hippocampus 20201203_CjYanma_Ex10_S3_PVALB+_RGS5-_Hippo-Region 024	3926158573	3.7G	468	"{'images': 465, 'other': 2, 'tracing': 1}"	"{'.tif': 464, '.swc': 1, '.txt': 1, '.tiff': 1, '.jpg': 1}"
ace-bag-web	https://api.brainimagelibrary.org/web/view?bildid=ace-bag-web	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/bc/48/bc48c7314b2f2111	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Hippocampus 20201203_CjYanma_Ex10_S3_PVALB+_RGS5-_Hippo-Region 052	3926169340	3.7G	468	"{'images': 465, 'other': 2, 'tracing': 1}"	"{'.tif': 464, '.jpg': 1, '.txt': 1, '.swc': 1, '.tiff': 1}"
ace-bag-wet	https://api.brainimagelibrary.org/web/view?bildid=ace-bag-wet	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/a0/8d/a08d0191a7f0636a	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Striatum 20201203_CjYanma_Ex10_S3_PVALB+_RGS5-_Hippo-Region 065	3926196810	3.7G	468	"{'images': 465, 'other': 2, 'tracing': 1}"	"{'.tif': 464, '.tiff': 1, '.txt': 1, '.swc': 1, '.jpg': 1}"
ace-bag-sag	https://api.brainimagelibrary.org/web/view?bildid=ace-bag-sag	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/f6/57/f65757c17e72731b	cell morphology	FISH	marmoset	NCBI:txid9483		20201028_CJYanma_aGFP488_Ex8_S5_S6_VIS_STR_CB--FOV 00827	4261526420	4.0G	506	"{'images': 505, 'tracing': 1}"	"{'.tif': 504, '.tiff': 1, '.swc': 1}"
ace-bog-pig	https://api.brainimagelibrary.org/web/view?bildid=ace-bog-pig	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/f1/76/f176797bfade9848/	cell morphology	smFISH	marmoset	NCBI:txid9483		Cortex 20210223_CJLoreleai_Ex13_S1_SST-_SFRP2+_Hippo-Region 053	7516609947	7.0G	894	"{'images': 890, 'other': 2, 'tracing': 2}"	"{'.tif': 888, '.tiff': 2, '.swc': 2, '.jpg': 1, '.txt': 1}"
ace-aim-ink	https://api.brainimagelibrary.org/web/view?bildid=ace-aim-ink	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/54/a4/54a4bfb982e71333/	spatial transcriptomics	NA	marmoset	NCBI:txid9483	NA	20190306_PFC_DLX-GFP_GAD1_CXCL14_CJJamie_021	1326819730	1.2G	3	"{'other': 1, 'images': 1, 'tracing': 1}"	"{'.nd2': 1, '.tif': 1, '.swc': 1}"
ace-aim-jig	https://api.brainimagelibrary.org/web/view?bildid=ace-aim-jig	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/a3/f9/a3f970f21f72c65c/	spatial transcriptomics	NA	marmoset	NCBI:txid9483	NA	20190306_CTX_DLX-GFP_VIP_CALB2_CJJamie_017	672207550	641.1M	3	"{'other': 1, 'images': 1, 'tracing': 1}"	"{'.nd2': 1, '.tif': 1, '.swc': 1}"
ace-aim-jet	https://api.brainimagelibrary.org/web/view?bildid=ace-aim-jet	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/91/46/91465b8592fa3963/	spatial transcriptomics	NA	marmoset	NCBI:txid9483	NA	20190306_CTX_DLX-GFP_SST_CALB1_CJJamie_009	1159031255	1.1G	3	"{'other': 1, 'images': 1, 'tracing': 1}"	"{'.nd2': 1, '.tif': 1, '.swc': 1}"
ace-aim-jab	https://api.brainimagelibrary.org/web/view?bildid=ace-aim-jab	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/3f/1f/3f1f48f95a61068d/	spatial transcriptomics	MORPHO reconstruction	marmoset	NCBI:txid9483	NA	20190613_STR_DLX-GFP_CHAT_SLC5A7_CJJamie_006	7719045681	7.2G	3	"{'other': 1, 'images': 1, 'tracing': 1}"	"{'.nd2': 1, '.tif': 1, '.swc': 1}"
ace-aim-irk	https://api.brainimagelibrary.org/web/view?bildid=ace-aim-irk	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/84/bd/84bdd7b6df12b1f7/	spatial transcriptomics	MORPHO reconstruction	marmoset	NCBI:txid9483	NA	20190516_CTX_DLX-GFP_VIP_CCK_CJJamie_002	7048124899	6.6G	3	"{'other': 1, 'images': 1, 'tracing': 1}"	"{'.nd2': 1, '.tif': 1, '.swc': 1}"
ace-aim-joy	https://api.brainimagelibrary.org/web/view?bildid=ace-aim-joy	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/31/b3/31b3f5fdea974a79/	spatial transcriptomics	NA	marmoset	NCBI:txid9483	NA	20190621_CTX_DLX-GFP_PVALB_POSTN_CJJamie_010	3793166162	3.5G	2	"{'other': 1, 'tracing': 1}"	"{'.nd2': 1, '.swc': 1}"
ace-aim-job	https://api.brainimagelibrary.org/web/view?bildid=ace-aim-job	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/26/c6/26c65f9681e2e710/	spatial transcriptomics	MORPHO reconstruction	marmoset	NCBI:txid9483	NA	201904029_STR_DLX-GFP_SST_NPY_CJJamie_002	7316583568	6.8G	3	"{'tracing': 1, 'images': 1, 'other': 1}"	"{'.swc': 1, '.tif': 1, '.nd2': 1}"
ace-aim-jam	https://api.brainimagelibrary.org/web/view?bildid=ace-aim-jam	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/77/a4/77a44f70b6cd7d82/	spatial transcriptomics	NA	marmoset	NCBI:txid9483	NA	20190701_STR_DLX-GFP_VIP_DIRAS_CJJamie_006	7853806814	7.3G	3	"{'tracing': 1, 'images': 1, 'other': 1}"	"{'.swc': 1, '.tif': 1, '.nd2': 1}"
ace-bag-hop	https://api.brainimagelibrary.org/web/view?bildid=ace-bag-hop	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/ca/2d/ca2d6613e0eba2ac/	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483		Cortex CALB1+SST-_2 DLX5/6-GFP+ Marmoset Yanma 20200805	33555400	32.0M	2	"{'tracing': 1, 'images': 1}"	"{'.swc': 1, '.tiff': 1}"
ace-bag-hub	https://api.brainimagelibrary.org/web/view?bildid=ace-bag-hub	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/a1/c6/a1c6e2a1354a4c5e/	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483		Cortex IGFBP5-VIP+(lowly) DLX5/6-GFP+ Marmoset Yanma 20200831	33555400	32.0M	2	"{'tracing': 1, 'images': 1}"	"{'.swc': 1, '.tiff': 1}"
ace-aim-jog	https://api.brainimagelibrary.org/web/view?bildid=ace-aim-jog	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/b5/cd/b5cd9fc0da4f12b8	spatial transcriptomics	NA	marmoset	NCBI:txid9483	NA	20190619__CTX_DLX-GFP_PVALB_TH_CJJamie_010	9195296216	8.6G	3	"{'tracing': 1, 'other': 1, 'images': 1}"	"{'.swc': 1, '.nd2': 1, '.tif': 1}"
ace-fry-top	https://api.brainimagelibrary.org/web/view?bildid=ace-fry-top	"Dalley, Rachel"	Allen Institute for Brain Science 	1UM1MH130981-01 	UM1 Lein 	Brain Initiative Cell Census Network (BICCN)	/bil/data/f2/71/f27187da7878d109/1298087492	cell morphology	Patch-seq	Homo Sapiens	NCBI:txid9606	"culture, enhancer AAV"	1332060551	329	329B	1	{'tracing': 1}	{'.marker': 1}
ace-bag-the	https://api.brainimagelibrary.org/web/view?bildid=ace-bag-the	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/79/1d/791d4ad4b5663855/H19.03.307.99.01.03.01.02	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	H19.03.307.99.01.03.01.02	631428	616.6K	1	{'tracing': 1}	{'.swc': 1}
ace-add-van	https://api.brainimagelibrary.org/web/view?bildid=ace-add-van	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/e0/ea/e0ea5f7d2c9a1728/release_20190923/18452/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Cux2-CreERT2;Ai166-374707;Cux2-CreERT2;Ai166-374707;	Dir_18452	389806	380.7K	1	{'tracing': 1}	{'.swc': 1}
yes	https://api.brainimagelibrary.org/web/view?bildid=yes	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/190132-1	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	PlxnD1-2A-creER*LSL-Flpo	190132	820356	801.1K	1	{'tracing': 1}	{'.swc': 1}
ace-bay-bed	https://api.brainimagelibrary.org/web/view?bildid=ace-bay-bed	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/6b/f5/6bf5b41552ee560e/833804166	anatomy	NA	human	NCBI:txid9606	NA	833804166	624589	610.0K	1	{'tracing': 1}	{'.swc': 1}
ace-bay-bog	https://api.brainimagelibrary.org/web/view?bildid=ace-bay-bog	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/6b/f5/6bf5b41552ee560e/1055374739	anatomy	NA	human	NCBI:txid9606	NA	1055374739	306447	299.3K	1	{'tracing': 1}	{'.swc': 1}
ace-bay-bit	https://api.brainimagelibrary.org/web/view?bildid=ace-bay-bit	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/6b/f5/6bf5b41552ee560e/790878772	anatomy	NA	human	NCBI:txid9606	NA	790878772	407792	398.2K	1	{'tracing': 1}	{'.swc': 1}
ace-bay-big	https://api.brainimagelibrary.org/web/view?bildid=ace-bay-big	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/6b/f5/6bf5b41552ee560e/790872626	anatomy	NA	human	NCBI:txid9606	NA	790872626	485004	473.6K	1	{'tracing': 1}	{'.swc': 1}
ace-bay-bin	https://api.brainimagelibrary.org/web/view?bildid=ace-bay-bin	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/6b/f5/6bf5b41552ee560e/790878717	anatomy	NA	human	NCBI:txid9606	NA	790878717	416010	406.3K	1	{'tracing': 1}	{'.swc': 1}
ace-bay-boo	https://api.brainimagelibrary.org/web/view?bildid=ace-bay-boo	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/6b/f5/6bf5b41552ee560e/1055374885	anatomy	NA	human	NCBI:txid9606	NA	1055374885	337629	329.7K	1	{'tracing': 1}	{'.swc': 1}
ace-bay-box	https://api.brainimagelibrary.org/web/view?bildid=ace-bay-box	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/6b/f5/6bf5b41552ee560e/1055374979	anatomy	NA	human	NCBI:txid9606	NA	1055374979	427702	417.7K	1	{'tracing': 1}	{'.swc': 1}
ace-bay-bud	https://api.brainimagelibrary.org/web/view?bildid=ace-bay-bud	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/6b/f5/6bf5b41552ee560e/1058768573	anatomy	NA	human	NCBI:txid9606	NA	1058768573	175286	171.2K	1	{'tracing': 1}	{'.swc': 1}
ace-bay-bag	https://api.brainimagelibrary.org/web/view?bildid=ace-bay-bag	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/6b/f5/6bf5b41552ee560e/654022187	anatomy	NA	human	NCBI:txid9606	NA	654022187	814985	795.9K	1	{'tracing': 1}	{'.swc': 1}
ace-bay-ban	https://api.brainimagelibrary.org/web/view?bildid=ace-bay-ban	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/6b/f5/6bf5b41552ee560e/654022507	anatomy	NA	human	NCBI:txid9606	NA	654022507	879474	858.9K	1	{'tracing': 1}	{'.swc': 1}
ace-bay-bar	https://api.brainimagelibrary.org/web/view?bildid=ace-bay-bar	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/6b/f5/6bf5b41552ee560e/790818899	anatomy	NA	human	NCBI:txid9606	NA	790818899	670920	655.2K	1	{'tracing': 1}	{'.swc': 1}
ace-bay-bat	https://api.brainimagelibrary.org/web/view?bildid=ace-bay-bat	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/6b/f5/6bf5b41552ee560e/790818940	anatomy	NA	human	NCBI:txid9606	NA	790818940	513336	501.3K	1	{'tracing': 1}	{'.swc': 1}
ace-bay-bay	https://api.brainimagelibrary.org/web/view?bildid=ace-bay-bay	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/6b/f5/6bf5b41552ee560e/790874428	anatomy	NA	human	NCBI:txid9606	NA	790874428	774114	756.0K	1	{'tracing': 1}	{'.swc': 1}
ace-bay-bet	https://api.brainimagelibrary.org/web/view?bildid=ace-bay-bet	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/6b/f5/6bf5b41552ee560e/568517291	anatomy	NA	human	NCBI:txid9606	NA	568517291	765730	747.8K	1	{'tracing': 1}	{'.swc': 1}
ace-bay-bid	https://api.brainimagelibrary.org/web/view?bildid=ace-bay-bid	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/6b/f5/6bf5b41552ee560e/575810335	anatomy	NA	human	NCBI:txid9606	NA	575810335	862322	842.1K	1	{'tracing': 1}	{'.swc': 1}
ace-die-air	https://api.brainimagelibrary.org/web/view?bildid=ace-die-air	"Peng, Hanchuan"	Southeast University	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/0f/cd/0fcde5fdd6f7ccb2/mouseID_420489-191801	cell morphology	fMOST	mouse	NCBI:txid10090	Cux2-CreERT2/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt	420489	8540811	8.1M	10	{'tracing': 10}	{'.swc': 10}
ace-did-zoo	https://api.brainimagelibrary.org/web/view?bildid=ace-did-zoo	"Peng, Hanchuan"	Southeast University	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/0f/cd/0fcde5fdd6f7ccb2/mouseID_382148-18864	cell morphology	fMOST	mouse	NCBI:txid10090	Cux2-CreERT2/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt	382148	208484976	198.8M	112	{'tracing': 112}	{'.swc': 112}
ace-air	https://api.brainimagelibrary.org/web/view?bildid=ace-air	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/191178-12	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Fezf2-2A-CreER*LSL-Flpo	191178	40551804	38.7M	12	{'tracing': 12}	{'.swc': 12}
ace-bud	https://api.brainimagelibrary.org/web/view?bildid=ace-bud	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/194094-12	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Fezf2-2A-CreER*LSL-Flpo	194094	40902317	39.0M	12	{'tracing': 12}	{'.swc': 12}
